event,frame,slot,routine,name,role,cls,blend,peak,life,mood,span,off,wild,hrot,tz,tx,ty,tr,schemeA,schemeB,leg
spawn,1771853,3,587,564 gear mandala,2,0,4,74,888,1,5234,7347,0,0,2.0279,-0.1988,-0.0882,0.4987,122,91,1730
spawn,1771854,4,440,417 sun halo,0,0,0,256,867,1,17000,18026,0,0,1.3874,0.0000,0.0000,4.9867,122,91,1730
spawn,1772390,2,576,553 origami cranes,3,0,4,90,599,1,13593,32110,0,0,1.4387,0.1353,-0.0059,1.3963,122,91,1730
spawn,1772757,4,445,422 ripple rings,0,0,0,256,992,2,17000,13161,0,0,1.0652,0.0000,0.0000,3.3909,91,78,1731
spawn,1773444,3,325,302 cirrus streaks,2,0,4,90,506,2,10640,31259,0,0,1.2930,-0.2835,0.0835,3.2912,91,78,1731
spawn,1773660,2,161,138 soap bubbles,2,0,2,101,674,2,12000,5904,15,2,0.6196,-0.2153,-0.0929,3.0917,78,124,1732
spawn,1773746,4,50,027 wedge ripples,0,0,0,256,1211,0,17000,22205,0,0,1.2468,0.0000,0.0000,1.6955,78,124,1732
spawn,1774175,1,353,330 wisp curls,1,0,1,130,707,0,13781,30219,140,2,1.4572,-0.2388,-0.1471,3.9893,78,124,1732
spawn,1774964,3,562,539 spark rain,3,0,1,110,739,0,4357,9546,0,0,1.8534,-0.0553,-0.2035,3.2912,124,164,1733
spawn,1774970,4,412,389 glass blocks,0,0,0,256,1196,0,17000,17981,0,0,1.0570,0.0000,0.0000,3.8896,124,164,1733
spawn,1775463,2,184,161 curve loom,3,0,1,128,1218,0,4500,28545,11,1,1.1842,0.0271,-0.0624,5.0864,124,164,1733
spawn,1775711,1,300,277 aurora sheet,1,0,1,128,636,0,14062,5426,0,2,1.3422,0.1729,-0.1541,3.7899,164,167,1734
spawn,1776214,4,457,434 mandala dye,0,0,0,256,619,2,17000,11326,0,0,1.1252,0.0000,0.0000,4.4880,164,167,1734
spawn,1776844,3,159,136 dipole lines,2,0,2,102,775,2,10804,23159,0,0,0.7387,-0.1635,-0.2271,5.9840,167,109,1735
spawn,1776981,4,311,288 phyllotaxis,1,0,0,256,962,1,17000,2076,0,0,1.0241,0.0000,0.0000,0.0000,167,109,1735
spawn,1777414,4,209,186 marbling,0,0,0,256,915,2,32768,12335,0,0,1.3915,0.0000,0.0000,1.1968,167,109,1735
spawn,1777813,1,600,577 matrix sparse spark,2,0,2,121,1659,2,17000,28721,0,0,1.0199,-0.2412,0.1353,0.1995,109,66,1736
spawn,1777990,2,89,066 hex tunnel,2,0,2,120,1522,2,17000,7265,35,1,0.5478,0.2294,-0.1659,0.2992,109,66,1736
spawn,1778423,4,235,212 cell tissue,1,0,0,256,905,2,17000,21183,0,0,1.2000,0.0000,0.0000,0.1995,109,66,1736
spawn,1778947,4,480,457 bokeh field,0,0,0,256,737,1,17000,15565,0,0,1.1227,0.0000,0.0000,3.5904,66,149,1737
spawn,1779844,4,491,468 hue clouds,0,0,0,256,791,2,17000,27951,0,0,1.2386,0.0000,0.0000,1.7952,149,160,1738
spawn,1780177,3,164,141 chladni sand,3,0,2,74,388,2,10710,11909,0,0,2.2927,-0.2624,0.2694,1.9947,149,160,1738
spawn,1780362,2,221,198 whirl nest,2,0,1,131,568,2,17000,19263,0,1,0.7038,0.0694,-0.1000,3.4907,149,160,1738
spawn,1780664,4,393,370 deep water,0,0,0,256,1060,2,17000,4340,0,0,1.0364,0.0000,0.0000,0.5984,149,160,1738
spawn,1781411,1,297,274 moire kaleido,1,0,1,134,1141,2,17000,24094,0,0,2.3214,-0.3000,0.1424,5.8843,160,14,1739
spawn,1781475,3,609,586 fireflies,3,0,2,106,380,2,10875,30940,57,0,1.4859,-0.2529,-0.1259,2.8923,160,14,1739
spawn,1781663,2,496,473 chain lightning,3,0,2,106,695,2,17000,12711,0,0,2.4466,-0.2741,-0.1682,4.4880,160,14,1739
spawn,1781827,4,274,251 star lattice,1,0,0,256,762,0,17000,14869,0,0,1.3233,0.0000,0.0000,4.5877,14,145,1740
spawn,1782548,4,392,369 sunlit shallows,0,0,0,256,978,2,17000,30238,0,0,1.2625,0.0000,0.0000,0.0997,14,145,1740
spawn,1783062,2,505,482 bolt rain,3,0,2,115,1263,2,15000,15107,0,0,1.2416,-0.2412,-0.1306,5.2859,145,87,1741
spawn,1783370,3,196,173 steiner necklace,3,0,2,110,1202,2,10125,23761,157,1,2.3399,0.1165,0.0529,3.2912,145,87,1741
spawn,1783506,4,378,355 heat shimmer,0,0,0,256,918,1,17000,5909,0,0,1.0701,0.0000,0.0000,0.6981,145,87,1741
spawn,1783925,1,265,242 quilted puff,1,0,1,145,796,1,17000,32385,1,1,2.2496,0.1729,-0.1329,5.5851,87,27,1742
spawn,1784479,4,314,291 moss carpet,1,0,0,256,793,0,17000,27943,0,0,1.3685,0.0000,0.0000,4.5877,87,27,1742
spawn,1785288,4,302,279 cell kaleido,1,0,0,256,824,2,17000,10643,0,0,1.1014,0.0000,0.0000,2.4933,27,15,1743
spawn,1785629,1,195,172 villarceau weave,2,0,2,69,1167,2,17000,29789,1,1,1.6974,-0.0059,-0.0176,4.1888,27,15,1743
spawn,1785807,2,519,496 storm horizon,2,0,2,69,952,2,17000,3706,0,0,2.2270,-0.0835,0.2929,2.7925,27,15,1743
spawn,1786140,4,397,374 god rays,0,0,0,256,763,1,17000,17738,0,0,1.3981,0.0000,0.0000,1.7952,15,90,1744
spawn,1786904,3,189,166 star trails,2,0,1,90,496,1,5203,9803,111,1,1.3258,-0.0671,-0.1588,2.1941,90,39,1745
spawn,1787006,4,631,608 lyapunov,0,0,0,256,1594,2,17000,24531,0,0,1.2460,0.0000,0.0000,1.8949,90,39,1745
spawn,1787013,4,401,378 wind streaks,0,0,0,256,1157,2,17000,22752,0,0,1.2288,0.0000,0.0000,1.2965,90,39,1745
spawn,1787509,2,219,196 craquelure,2,0,1,120,703,2,17000,3242,0,2,1.9109,-0.1447,0.1165,3.7899,90,39,1745
spawn,1787705,1,201,178 doyle spiral,2,0,2,125,1373,2,17000,15790,0,2,0.8393,0.0435,-0.2106,2.6928,90,39,1745
spawn,1788215,4,482,459 soft kaleido,0,0,0,256,614,2,17000,9147,0,0,1.2888,0.0000,0.0000,6.1835,39,22,1746
spawn,1788887,3,146,123 apollonian,3,0,2,82,430,2,6000,28731,0,1,0.9296,0.2435,-0.2882,6.2832,39,22,1746
spawn,1788968,4,340,317 dune sea,1,0,0,256,981,0,17000,3634,0,0,1.0899,0.0000,0.0000,1.5957,22,73,1747
spawn,1789296,2,139,116 hilbert unfold,3,0,1,123,752,0,6609,23980,0,0,1.1472,-0.0741,-0.2176,3.3909,22,73,1747
spawn,1789520,4,72,049 voronoi breath,0,0,0,256,1361,1,17000,32715,0,0,1.3101,0.0000,0.0000,2.5931,22,73,1747
spawn,1789760,4,182,159 caustic veil,1,0,0,256,1442,2,17000,19281,0,0,1.4342,0.0000,0.0000,2.4933,22,73,1747
spawn,1790000,4,67,044 majority quilt,0,0,0,256,709,2,17000,638,0,0,1.2419,0.0000,0.0000,4.4880,73,67,1748
spawn,1790240,4,303,280 barchan dunes,1,0,0,256,1099,0,17000,9319,0,0,1.2403,0.0000,0.0000,3.6901,73,67,1748
spawn,1790480,4,451,428 soft tartan,0,0,0,256,689,2,17000,25781,0,0,1.3332,0.0000,0.0000,4.2885,73,67,1748
spawn,1790826,2,223,200 lorenz ribbon,2,0,2,124,658,2,17000,9100,0,1,0.4370,0.2718,0.0859,3.3909,73,67,1748
spawn,1791033,3,537,514 bead lightning,3,0,2,86,479,2,8554,17423,0,0,1.9047,-0.2294,0.0129,2.9920,67,98,1749
spawn,1791199,1,55,032 harmonograph veil,2,0,1,175,790,2,17000,31977,0,0,2.4097,-0.0647,-0.1141,0.8976,67,98,1749
spawn,1791217,4,414,391 glass shards,0,0,0,256,670,1,17000,2939,0,0,1.3496,0.0000,0.0000,0.0000,67,98,1749
spawn,1791973,4,375,352 sunset bands,0,0,0,256,571,1,17000,17039,0,0,1.1293,0.0000,0.0000,5.2859,67,98,1749
spawn,1792481,3,515,492 helix bolt,3,0,1,80,562,1,7031,8646,0,0,0.5786,-0.1941,-0.2788,3.0917,98,174,1750
spawn,1792577,4,48,025 ember triad,0,0,0,256,1222,1,17000,30816,0,0,1.0677,0.0000,0.0000,4.2885,98,174,1750
spawn,1793040,2,514,491 jacobs ladder,3,0,1,132,1338,1,13250,19030,0,0,2.2147,0.1000,0.1847,4.0891,174,161,1751
spawn,1793345,1,197,174 braid loom,2,0,1,175,885,1,17000,28424,0,0,1.6933,-0.1212,0.0247,4.2885,174,161,1751
spawn,1793842,4,627,604 mandel deep,0,0,0,256,1252,2,17000,10108,0,0,1.1310,0.0000,0.0000,1.6955,174,161,1751
spawn,1794564,3,132,109 rain pond,3,0,2,104,742,2,10734,2178,0,0,0.5827,0.0529,-0.2176,3.4907,161,176,1752
spawn,1794931,1,100,077 mycelium veil,2,0,2,104,1440,2,17000,23043,84,1,1.3833,0.0882,-0.2365,5.5851,161,176,1752
spawn,1795220,4,441,418 breathing rings,0,0,0,256,752,2,17000,17605,0,0,1.1827,0.0000,0.0000,1.1968,176,108,1753
spawn,1795975,4,120,097 magenta fireworks,0,0,0,256,1069,2,17000,649,0,0,1.1556,0.0000,0.0000,0.8976,176,108,1753
spawn,1796350,3,563,540 cloud rift,2,0,1,107,320,2,10945,13488,75,0,2.3974,-0.1565,0.2788,6.1835,108,134,1754
spawn,1796498,2,596,573 matrix spokes,3,0,2,89,519,2,17000,6959,106,0,1.6522,-0.1847,0.1941,5.1861,108,134,1754
spawn,1797106,4,66,043 turing labyrinth,0,0,0,256,1044,2,17000,20048,0,0,1.1523,0.0000,0.0000,0.1995,108,134,1754
spawn,1797112,4,91,068 wormhole pond,1,0,0,256,1174,1,17000,19501,0,0,1.2025,0.0000,0.0000,4.0891,108,134,1754
spawn,1797604,4,416,393 grouted tiles,0,0,0,256,672,0,17000,4815,0,0,1.4104,0.0000,0.0000,2.3936,134,121,1755
spawn,1797908,1,248,225 peacock eyes,1,0,1,150,517,0,12687,20347,0,0,2.0935,0.1071,0.1000,3.3909,134,121,1755
spawn,1797987,2,567,544 nested rings,3,0,1,121,514,0,4500,12324,0,0,0.7038,-0.1729,0.1071,1.6955,134,121,1755
spawn,1798148,3,495,472 ribbon lightning,3,0,1,104,622,0,4255,26460,20,0,1.5003,0.1024,0.0553,1.5957,121,178,1756
spawn,1798410,4,17,asm,0,1,0,256,368,1,17000,269,0,0,1.0636,0.0000,0.0000,0.9973,121,178,1756
spawn,1798863,4,339,316 frost star,1,0,0,256,713,1,17000,12348,0,0,1.1605,0.0000,0.0000,2.0944,121,178,1756
spawn,1799190,4,278,255 lotus layers,1,0,0,256,618,1,17000,26416,0,0,1.2740,0.0000,0.0000,5.7845,178,34,1757
spawn,1799430,4,276,253 vine trellis,1,0,0,256,562,2,17000,10776,0,0,1.3849,0.0000,0.0000,0.6981,178,34,1757
spawn,1799676,2,56,033 rose engine,2,0,1,110,1077,2,17000,32257,79,1,0.7346,-0.1306,-0.0812,0.8976,178,34,1757
spawn,1799905,4,365,342 soft checker plasma,0,0,0,256,699,0,17000,20824,0,0,1.0767,0.0000,0.0000,0.0997,178,34,1757
spawn,1800150,1,148,125 attractor dust,2,0,4,90,1199,0,11968,7598,0,0,1.3812,-0.1776,-0.1918,1.8949,178,34,1757
spawn,1800545,3,511,488 lichtenberg tree,3,0,1,98,476,0,4783,14508,0,0,1.3196,0.0906,0.1565,5.5851,34,117,1758
spawn,1800639,4,117,094 thread web,0,0,0,256,972,0,17000,2343,0,0,1.0800,0.0000,0.0000,2.3936,34,117,1758
spawn,1801651,4,391,368 pool caustics,0,0,0,256,1074,1,17000,19195,0,0,1.1934,0.0000,0.0000,0.5984,117,93,1759
spawn,1802131,1,149,126 orbit lace,2,0,1,145,726,1,14000,1340,0,0,0.8044,0.2271,-0.0435,0.6981,117,93,1759
spawn,1802205,2,217,194 harmonic shell,2,0,1,108,612,1,14093,9246,53,0,0.9584,0.2553,0.1024,4.4880,117,93,1759
spawn,1802511,3,572,549 paper planes,3,0,1,115,462,1,6625,27762,0,0,1.3730,-0.2318,0.0106,2.8923,93,5,1760
spawn,1802730,4,112,089 oval drums,0,0,0,256,1092,2,17000,14117,0,0,1.2132,0.0000,0.0000,5.1861,93,5,1760
spawn,1803415,2,613,590 plankton wake,3,0,2,102,328,2,17000,25335,28,1,1.1226,-0.1800,-0.2788,6.2832,5,133,1761
spawn,1803575,1,258,235 petal rosette,1,0,1,154,884,2,17000,5088,0,0,1.3361,-0.0835,0.2200,0.0997,5,133,1761
spawn,1803883,4,143,120 rule loom,0,0,0,256,1216,0,14109,29937,0,0,1.1614,0.0000,0.0000,1.3963,5,133,1761
spawn,1804311,3,581,558 gear train,3,0,1,80,743,0,3778,18714,155,0,0.8783,0.2576,0.1259,3.2912,133,158,1762
spawn,1804544,2,109,086 gem orbit,2,0,1,136,1414,0,4992,11578,153,2,1.6912,-0.1282,0.0529,1.9947,133,158,1762
spawn,1805007,1,198,175 glenz vectors,1,0,1,155,1577,0,11406,1923,171,2,1.7035,0.2976,-0.1235,4.5877,133,158,1762
spawn,1805174,4,255,232 zebra flow,1,0,0,256,1197,2,17000,7829,0,0,1.3973,0.0000,0.0000,1.8949,133,158,1762
spawn,1805461,4,400,377 dune field,0,0,0,256,695,1,17000,23580,0,0,1.1819,0.0000,0.0000,3.6901,158,136,1763
spawn,1806181,4,53,030 octa facets,0,0,0,256,1518,2,17000,16354,0,0,1.3208,0.0000,0.0000,2.0944,158,136,1763
spawn,1806579,2,204,181 icosahedral mirror,2,0,2,88,563,2,17000,27618,0,2,1.0630,-0.1212,0.1729,3.4907,136,119,1764
spawn,1806772,3,568,545 spinning stars,3,0,2,88,433,2,8625,7711,61,1,1.4038,-0.2882,-0.1000,1.1968,136,119,1764
spawn,1806911,4,463,440 gouache smudge,0,0,0,256,980,1,17000,21691,0,0,1.2214,0.0000,0.0000,0.4987,136,119,1764
spawn,1807296,1,205,182 glass weave,2,0,4,90,694,1,17000,733,48,1,0.8270,0.0294,-0.1094,5.9840,136,119,1764
spawn,1807501,4,321,298 corner rays,1,0,0,256,724,2,17000,10355,0,0,1.3233,0.0000,0.0000,2.3936,119,56,1765
spawn,1807949,3,565,542 satellite orbits,3,0,2,83,323,2,10054,26945,0,0,2.0443,-0.1824,0.1329,6.2832,119,56,1765
spawn,1808129,2,160,137 rutt etra relief,2,0,2,83,1462,2,14250,17581,69,2,0.6299,0.0600,0.1235,4.8869,119,56,1765
spawn,1808200,4,181,158 blaze,1,0,0,256,1252,1,17000,23497,0,0,1.3126,0.0000,0.0000,4.8869,119,56,1765
spawn,1808943,1,62,039 butterfly lace,2,0,1,128,659,1,17000,31111,0,0,0.5088,-0.0412,0.2600,1.2965,56,24,1766
spawn,1809403,3,65,042 bz pinwheel,2,0,1,107,600,1,7453,5374,45,2,1.8821,0.2176,-0.1941,2.9920,56,24,1766
spawn,1809553,4,417,394 hex mosaic,0,0,0,256,629,0,17000,11698,0,0,1.0471,0.0000,0.0000,6.1835,24,130,1767
spawn,1810231,4,390,367 stellar nursery,0,0,0,256,667,0,17000,27569,0,0,1.2386,0.0000,0.0000,1.8949,24,130,1767
spawn,1810825,1,177,154 hyperbolic court,1,0,1,160,1092,0,13875,13971,50,0,0.4062,-0.2247,0.1329,2.8923,130,137,1768
spawn,1810997,4,459,436 wet washes,0,0,0,256,866,1,17000,21860,0,0,1.1038,0.0000,0.0000,4.1888,130,137,1768
spawn,1811516,2,75,052 orbit weave,3,0,1,139,1134,1,12437,2222,74,2,2.2270,-0.0106,0.2553,4.6875,137,46,1769
spawn,1811980,4,470,447 malachite,0,0,0,256,607,2,17000,8873,0,0,1.0989,0.0000,0.0000,4.3883,137,46,1769
spawn,1812579,4,337,314 tentacle curtain,1,0,0,256,1263,0,17000,23654,0,0,1.0381,0.0000,0.0000,3.7899,46,82,1770
spawn,1813036,3,585,562 gear cascade,3,0,1,72,663,0,3605,13464,0,0,0.8804,0.1494,0.1541,1.3963,46,82,1770
spawn,1813081,4,404,381 silk folds,0,0,0,256,708,2,17000,17390,0,0,1.2945,0.0000,0.0000,5.4853,46,82,1770
spawn,1813642,2,566,543 drifting polygons,3,0,2,109,600,2,16078,31778,0,0,1.8698,0.0835,-0.2812,2.2939,82,118,1771
spawn,1813824,4,12,asm,0,0,0,256,314,2,17000,24576,0,0,1.2477,0.0000,0.0000,2.5931,82,118,1771
spawn,1814113,1,599,576 matrix dense field,1,0,1,144,1193,2,22000,7103,160,0,1.2519,-0.2929,0.0553,1.1968,82,118,1771
spawn,1814214,4,443,420 elliptic rings,0,0,0,256,1287,2,17000,14027,0,0,1.2296,0.0000,0.0000,1.6955,82,118,1771
spawn,1814828,3,522,499 arc flash,3,0,2,82,603,2,9187,25362,0,0,1.2663,0.2271,-0.1659,3.6901,118,31,1772
spawn,1815070,2,77,054 starfield warp,2,0,2,82,1301,2,15562,10531,0,0,1.1431,-0.0506,0.0459,2.2939,118,31,1772
spawn,1815475,4,442,419 ring moire,0,0,0,256,853,1,17000,449,0,0,1.0792,0.0000,0.0000,3.7899,118,31,1772
spawn,1816272,1,250,227 wind grass,1,0,1,141,1207,1,17000,22007,0,0,2.0628,-0.0459,0.1282,3.8896,31,84,1773
spawn,1816378,4,289,266 sun dapples,1,0,0,256,658,1,17000,17461,0,0,1.0323,0.0000,0.0000,1.6955,31,84,1773
spawn,1816739,4,93,070 vortex petals,0,0,0,256,1252,0,17000,3408,0,0,1.1030,0.0000,0.0000,1.7952,84,69,1774
spawn,1817054,3,220,197 fern dust,3,0,1,108,361,0,4610,14202,0,0,1.6584,0.2247,-0.2576,1.6955,84,69,1774
spawn,1817239,2,594,571 clockwork pendulum,3,0,1,105,799,0,7189,27125,0,0,1.3977,0.0082,0.2765,1.7952,84,69,1774
spawn,1818087,4,419,396 byzantine tesserae,0,0,0,256,692,1,17000,16054,0,0,1.4285,0.0000,0.0000,0.5984,69,140,1775
spawn,1818626,3,612,589 grinder sparks,3,0,1,101,491,1,7140,31986,0,0,0.6792,0.2012,0.1494,5.7845,140,151,1776
spawn,1818821,4,466,443 ink tendrils,0,0,0,256,776,2,17000,23903,0,0,1.1425,0.0000,0.0000,3.6901,140,151,1776
spawn,1819150,1,240,217 dune field,1,0,1,159,528,2,17000,7507,0,0,1.7446,-0.2506,-0.2294,5.7845,140,151,1776
spawn,1819583,4,87,064 starburst forge,0,0,0,256,1459,0,17000,2292,0,0,1.1474,0.0000,0.0000,5.1861,140,151,1776
spawn,3400000,0,260,237 dew web,1,0,0,256,1607,0,17000,18134,0,0,1.1474,0.0000,0.0000,3.3909,160,99,3320
spawn,3400253,2,549,526 lightning heart,3,0,4,90,1020,0,7628,32328,0,2,1.2519,0.1188,0.0765,4.3883,160,99,3320
spawn,3400487,1,295,272 hex bokeh,1,0,1,170,1014,0,13781,8721,0,0,0.5806,-0.2388,-0.1376,3.2912,160,99,3320
spawn,3400721,3,98,075 coral lace,3,0,1,106,873,0,3808,26468,0,0,2.2167,-0.2482,-0.1024,5.9840,99,23,3321
spawn,3401471,4,398,375 wave interference,0,0,0,256,850,0,17000,12551,0,0,1.3241,0.0000,0.0000,0.7979,99,23,3321
spawn,3402166,2,518,495 lightning wheel,3,0,1,109,1061,0,5958,25451,0,2,2.0751,-0.1800,0.1588,4.9867,23,51,3322
spawn,3402376,1,172,149 bubble iris,2,0,1,171,889,0,8000,18638,0,0,2.0997,-0.2365,-0.0718,4.0891,23,51,3322
spawn,3402393,4,409,386 quilted padding,0,0,0,256,633,2,17000,5121,0,0,1.3068,0.0000,0.0000,1.1968,23,51,3322
spawn,3402994,3,610,587 slow snow,3,0,2,79,405,2,10710,13196,0,0,1.9540,-0.1471,0.1329,2.9920,51,55,3323
spawn,3403077,4,341,318 silk twist,1,0,0,256,1082,1,17000,30478,0,0,1.3545,0.0000,0.0000,0.8976,51,55,3323
spawn,3404049,1,216,193 cord braid,2,0,1,161,1153,1,17000,15182,46,1,1.7672,-0.2741,0.0412,0.7979,55,149,3324
spawn,3404136,4,15,asm,0,1,0,256,274,0,17000,6162,0,0,1.4326,0.0000,0.0000,5.7845,55,149,3324
spawn,3404477,4,421,398 broken plates,0,0,0,256,619,2,17000,27605,0,0,1.2740,0.0000,0.0000,1.6955,55,149,3324
spawn,3404810,2,97,074 slow lightning,3,0,2,97,695,2,17000,634,0,0,1.2067,0.0035,-0.2788,0.2992,149,37,3325
spawn,3405036,3,208,185 sandpile,2,0,1,96,923,2,10898,20098,0,0,2.1777,0.2341,-0.0765,5.3856,149,37,3325
spawn,3405179,4,297,274 moire kaleido,1,0,0,256,665,1,17000,24110,0,0,1.2518,0.0000,0.0000,1.2965,149,37,3325
spawn,3405673,4,67,044 majority quilt,0,0,0,256,990,2,17000,11077,0,0,1.0430,0.0000,0.0000,4.8869,149,37,3325
spawn,3406053,1,345,322 quasi twelve,1,0,1,176,908,2,17000,239,136,1,1.2232,0.2294,0.1282,1.5957,37,47,3326
spawn,3406527,2,200,177 sandpile mandala,3,0,2,79,498,2,17000,22535,0,0,0.6833,0.0906,-0.1541,6.1835,37,47,3326
spawn,3406790,4,413,390 cathedral panes,0,0,0,256,665,1,17000,5494,0,0,1.1647,0.0000,0.0000,5.3856,37,47,3326
spawn,3407502,3,525,502 thunder cell,2,0,1,81,868,1,7390,23572,77,0,0.8475,-0.0718,-0.1518,0.6981,47,123,3327
spawn,3407520,4,457,434 mandala dye,0,0,0,256,1059,2,17000,14434,0,0,1.0471,0.0000,0.0000,4.8869,47,123,3327
spawn,3408321,1,342,319 lattice bloom,1,0,1,134,800,2,17000,32616,0,0,2.0607,-0.0012,0.2882,4.4880,123,119,3328
spawn,3408574,4,270,247 pearl curtain,1,0,0,256,770,1,17000,28026,0,0,1.3241,0.0000,0.0000,6.2832,123,119,3328
spawn,3409032,4,0,asm,0,0,0,256,498,0,17000,14002,0,0,1.0759,0.0000,0.0000,0.8976,119,113,3329
spawn,3409455,2,157,134 aurora curtain,2,0,1,139,600,0,4500,22184,0,0,0.5129,0.1447,-0.0529,3.7899,119,113,3329
spawn,3409541,4,411,388 rose window,0,0,0,256,900,1,17000,6042,0,0,1.1236,0.0000,0.0000,4.4880,119,113,3329
spawn,3410055,1,137,114 khatim weave,2,0,1,136,1226,1,17000,30998,0,0,1.0774,0.0647,0.1776,1.9947,113,49,3330
spawn,3410256,3,210,187 harmonic lantern,3,0,1,99,567,1,6468,1635,4,2,2.3912,0.2718,-0.0059,5.9840,113,49,3330
spawn,3410467,4,405,382 velvet drape,0,0,0,256,730,1,17000,18305,0,0,1.1753,0.0000,0.0000,5.0864,113,49,3330
spawn,3411161,4,410,387 stained glass,0,0,0,256,776,0,17000,12105,0,0,1.0800,0.0000,0.0000,0.0997,49,93,3331
spawn,3411457,2,189,166 star trails,2,0,1,139,498,0,5853,18054,0,2,2.3132,-0.2082,0.0341,2.7925,49,93,3331
spawn,3411735,3,158,135 kelvin wake,2,0,1,112,428,0,4285,453,0,0,1.7795,0.1565,-0.0412,6.0837,49,93,3331
spawn,3411887,1,536,513 rolling front,2,0,1,159,808,0,13093,26249,0,0,1.0364,0.0553,0.1400,5.7845,49,93,3331
spawn,3411960,4,377,354 rolling mist,0,0,0,256,921,2,17000,6823,0,0,1.2181,0.0000,0.0000,3.4907,49,93,3331
spawn,3412513,2,104,081 poly morph,2,0,2,117,908,2,15468,461,135,1,1.1082,-0.1965,-0.1094,5.0864,93,84,3332
spawn,3412707,3,605,582 rising embers,3,0,2,104,599,2,10781,16998,25,0,2.0114,0.2459,0.2624,1.1968,93,84,3332
spawn,3412985,4,237,214 jelly bells,0,0,0,256,864,2,17000,14445,0,0,1.4153,0.0000,0.0000,2.9920,93,84,3332
spawn,3413514,1,124,101 physarum veil,2,0,1,156,1314,2,17000,24397,0,0,1.2683,-0.1871,0.0412,2.8923,84,146,3333
spawn,3413835,4,249,226 spiral galaxy,1,0,0,256,769,2,17000,4655,0,0,1.4318,0.0000,0.0000,5.4853,84,146,3333
spawn,3414172,4,284,261 gauze layers,1,0,0,256,1522,0,17000,14385,0,0,1.2140,0.0000,0.0000,4.8869,146,80,3334
spawn,3414412,4,454,431 bullseye tiedye,0,0,0,256,1239,1,17000,8468,0,0,1.4219,0.0000,0.0000,3.5904,146,80,3334
spawn,3414730,3,159,136 dipole lines,2,0,1,74,681,1,7203,16747,121,1,1.5023,-0.1282,-0.1424,0.1995,146,80,3334
spawn,3414811,2,596,573 matrix spokes,3,0,1,127,421,1,15187,31525,0,0,1.6276,0.0553,-0.2365,0.6981,146,80,3334
spawn,3415675,4,313,290 origami folds,0,0,0,256,651,2,17000,32389,0,0,1.1877,0.0000,0.0000,0.2992,80,67,3335
spawn,3416053,4,315,292 op waves,1,0,0,256,844,1,17000,15686,0,0,1.2058,0.0000,0.0000,3.6901,80,67,3335
spawn,3416373,3,204,181 icosahedral mirror,2,0,1,113,850,1,6421,4606,0,0,0.9645,-0.2482,-0.0271,6.1835,67,89,3336
spawn,3416613,1,113,090 diamond burst,2,0,1,155,966,1,17000,25510,0,0,0.7346,0.1894,0.2929,1.3963,67,89,3336
spawn,3416784,2,533,510 lissajous bolt,3,0,4,90,421,1,14125,31534,0,2,0.8516,-0.2576,-0.0388,2.9920,67,89,3336
spawn,3417092,4,402,379 raked garden,0,0,0,256,914,1,17000,20888,0,0,1.0742,0.0000,0.0000,4.6875,89,141,3337
spawn,3418051,4,306,283 coral polyps,1,0,0,256,832,2,17000,7553,0,0,1.0208,0.0000,0.0000,3.7899,89,141,3337
spawn,3418492,1,140,117 cloth lattice,2,0,2,68,1224,2,17000,22652,18,2,1.0240,0.0718,0.0906,1.8949,141,50,3338
spawn,3418888,4,226,203 aurora curtain,1,0,0,256,939,0,17000,32515,0,0,1.4121,0.0000,0.0000,2.1941,141,50,3338
spawn,3419274,4,390,367 stellar nursery,0,0,0,256,852,0,17000,11174,0,0,1.1449,0.0000,0.0000,0.6981,50,17,3339
spawn,3419632,2,529,506 ground strike,3,0,1,126,1284,0,7294,16422,0,0,1.2560,-0.2176,0.0059,3.8896,50,17,3339
spawn,3419863,3,524,501 st elmos fire,3,0,1,98,467,0,3280,784,0,0,1.9991,0.1118,0.1824,4.6875,50,17,3339
spawn,3420216,4,154,131 times table,1,0,0,256,1477,2,32768,25621,0,0,1.1762,0.0000,0.0000,2.1941,17,41,3340
spawn,3420649,1,160,137 rutt etra relief,2,0,2,71,657,2,17000,4684,79,0,2.2003,-0.0412,0.1306,4.5877,17,41,3340
spawn,3421305,3,149,126 orbit lace,2,0,2,71,408,2,6000,13963,3,0,1.1780,-0.3000,0.2624,1.1968,41,115,3341
spawn,3421689,4,389,366 planetary nebula,0,0,0,256,660,2,17000,20061,0,0,1.2033,0.0000,0.0000,3.2912,41,115,3341
spawn,3422075,1,61,038 guilloche rings,2,0,1,160,498,2,17000,2471,0,0,0.9358,-0.2859,-0.1565,4.3883,41,115,3341
spawn,3422423,2,166,143 caustic pool,3,0,2,109,976,2,17000,10577,0,2,2.3666,0.2529,-0.1471,4.9867,115,33,3342
spawn,3422437,4,433,410 warped mesh,0,0,0,256,1036,2,17000,14705,0,0,1.1630,0.0000,0.0000,5.8843,115,33,3342
spawn,3423158,1,51,028 quasicrystal,1,0,1,131,926,2,17000,26999,0,0,1.8739,-0.2035,-0.1212,4.7872,115,33,3342
spawn,3423383,3,497,474 storm front,2,0,2,87,473,2,9468,433,45,0,1.4633,0.2600,-0.1494,3.3909,33,54,3343
spawn,3423557,4,437,414 spiral rays,0,0,0,256,1028,0,17000,20494,0,0,1.0282,0.0000,0.0000,5.2859,33,54,3343
